,Sample,Assembler,Reference,Reference Length,SNP Location,Substitution Type
206,SRR8073716,Unicycler,2615840533A,1024354.0,799762.0,t->c
207,SRR8073716,Unicycler,2615840533A,1024354.0,799763.0,t->g
208,SRR8073716,Unicycler,2615840533A,1024354.0,799764.0,c->t
209,SRR8073716,Unicycler,2615840533A,1024354.0,799766.0,c->t
210,SRR8073716,Unicycler,2615840533A,1024354.0,799776.0,c->t
211,SRR8073716,Unicycler,2615840533A,1024354.0,799777.0,t->c
212,SRR8073716,Unicycler,2615840533A,1024354.0,799779.0,a->g
213,SRR8073716,Unicycler,2615840533A,1024354.0,799782.0,g->t
214,SRR8073716,Unicycler,2615840533A,1024354.0,799791.0,c->a
215,SRR8073716,Unicycler,2615840533A,1024354.0,799794.0,c->g
216,SRR8073716,Unicycler,2615840533A,1024354.0,799797.0,g->a
217,SRR8073716,Unicycler,2615840533A,1024354.0,799798.0,a->t
218,SRR8073716,Unicycler,2615840533A,1024354.0,799799.0,a->g
219,SRR8073716,Unicycler,2615840533A,1024354.0,799800.0,g->a
220,SRR8073716,Unicycler,2615840533A,1024354.0,799803.0,g->t
221,SRR8073716,Unicycler,2615840533A,1024354.0,799805.0,a->t
222,SRR8073716,Unicycler,2615840533A,1024354.0,799809.0,g->c
223,SRR8073716,Unicycler,2615840533A,1024354.0,799810.0,c->g
224,SRR8073716,Unicycler,2615840533A,1024354.0,799812.0,a->g
225,SRR8073716,Unicycler,2615840533A,1024354.0,799943.0,t->g
226,SRR8073716,Unicycler,2615840533A,1024354.0,799989.0,c->a
227,SRR8073716,Unicycler,2615840533A,1024354.0,800004.0,a->g
228,SRR8073716,Unicycler,2615840533A,1024354.0,800073.0,t->c
229,SRR8073716,Unicycler,2615840533A,1024354.0,800237.0,t->c
230,SRR8073716,Unicycler,2615840533A,1024354.0,800240.0,a->g
231,SRR8073716,Unicycler,2615840533A,1024354.0,800364.0,g->c
232,SRR8073716,Unicycler,2615840533A,1024354.0,800370.0,t->c
233,SRR8073716,Unicycler,2615840533A,1024354.0,800376.0,t->c
234,SRR8073716,Unicycler,2615840533A,1024354.0,800379.0,a->t
235,SRR8073716,Unicycler,2615840533A,1024354.0,800382.0,c->a
236,SRR8073716,Unicycler,2615840533A,1024354.0,800383.0,t->c
237,SRR8073716,Unicycler,2615840533A,1024354.0,800394.0,g->a
238,SRR8073716,Unicycler,2615840533A,1024354.0,800400.0,a->c
239,SRR8073716,Unicycler,2615840533A,1024354.0,800401.0,a->c
240,SRR8073716,Unicycler,2615840533A,1024354.0,800402.0,g->a
241,SRR8073716,Unicycler,2615840533A,1024354.0,800406.0,t->c
242,SRR8073716,Unicycler,2615840533A,1024354.0,800412.0,c->g
243,SRR8073716,Unicycler,2615840533A,1024354.0,800436.0,a->g
244,SRR8073716,Unicycler,2615840533A,1024354.0,800570.0,t->g
245,SRR8073716,Unicycler,2615840533A,1024354.0,800586.0,g->t
246,SRR8073716,Unicycler,2615840533A,1024354.0,800589.0,a->c
247,SRR8073716,Unicycler,2615840533A,1024354.0,799089.0,t->c
248,SRR8073716,Unicycler,2615840533A,1024354.0,799143.0,t->c
249,SRR8073716,Unicycler,2615840533A,1024354.0,799163.0,t->c
250,SRR8073716,Unicycler,2615840533A,1024354.0,799164.0,t->c
251,SRR8073716,Unicycler,2615840533A,1024354.0,799172.0,t->g
252,SRR8073716,Unicycler,2615840533A,1024354.0,799188.0,c->t
253,SRR8073716,Unicycler,2615840533A,1024354.0,799194.0,t->a
254,SRR8073716,Unicycler,2615840533A,1024354.0,799227.0,c->t
255,SRR8073716,Unicycler,2615840533A,1024354.0,799230.0,t->g
256,SRR8073716,Unicycler,2615840533A,1024354.0,799380.0,c->g
257,SRR8073716,Unicycler,2615840533A,1024354.0,799684.0,g->a
258,SRR8073716,Unicycler,2615840533A,1024354.0,799686.0,c->t
259,SRR8073716,Unicycler,2615840533A,1024354.0,799701.0,c->a
260,SRR8073716,Unicycler,2615840533A,1024354.0,799723.0,c->g
261,SRR8073716,Unicycler,2615840533A,1024354.0,799728.0,a->g
262,SRR8073716,Unicycler,2615840533A,1024354.0,799734.0,a->g
263,SRR8073716,Unicycler,2615840533A,1024354.0,799746.0,c->g
264,SRR8073716,Unicycler,2615840533A,1024354.0,799761.0,c->g
265,SRR8073716,Unicycler,2615840533A,1024354.0,799762.0,t->c
266,SRR8073716,Unicycler,2615840533A,1024354.0,799763.0,t->g
267,SRR8073716,Unicycler,2615840533A,1024354.0,799764.0,c->t
268,SRR8073716,Unicycler,2615840533A,1024354.0,799766.0,c->t
269,SRR8073716,Unicycler,2615840533A,1024354.0,799776.0,c->t
270,SRR8073716,Unicycler,2615840533A,1024354.0,799777.0,t->c
271,SRR8073716,Unicycler,2615840533A,1024354.0,799779.0,a->g
272,SRR8073716,Unicycler,2615840533A,1024354.0,799782.0,g->t
273,SRR8073716,Unicycler,2615840533A,1024354.0,799791.0,c->a
274,SRR8073716,Unicycler,2615840533A,1024354.0,799794.0,c->g
275,SRR8073716,Unicycler,2615840533A,1024354.0,799797.0,g->a
276,SRR8073716,Unicycler,2615840533A,1024354.0,799798.0,a->t
277,SRR8073716,Unicycler,2615840533A,1024354.0,799799.0,a->g
278,SRR8073716,Unicycler,2615840533A,1024354.0,799800.0,g->a
279,SRR8073716,Unicycler,2615840533A,1024354.0,799803.0,g->t
280,SRR8073716,Unicycler,2615840533A,1024354.0,799805.0,a->t
281,SRR8073716,Unicycler,2615840533A,1024354.0,799809.0,g->c
282,SRR8073716,Unicycler,2615840533A,1024354.0,799810.0,c->g
283,SRR8073716,Unicycler,2615840533A,1024354.0,799812.0,a->g
284,SRR8073716,Unicycler,2615840533A,1024354.0,799943.0,t->g
285,SRR8073716,Unicycler,2615840533A,1024354.0,799989.0,c->a
286,SRR8073716,Unicycler,2615840533A,1024354.0,800004.0,a->g
287,SRR8073716,Unicycler,2615840533A,1024354.0,800073.0,t->c
288,SRR8073716,Unicycler,2615840533A,1024354.0,800237.0,t->c
289,SRR8073716,Unicycler,2615840533A,1024354.0,800240.0,a->g
290,SRR8073716,Unicycler,2615840533A,1024354.0,800364.0,g->c
291,SRR8073716,Unicycler,2615840533A,1024354.0,800370.0,t->c
292,SRR8073716,Unicycler,2615840533A,1024354.0,800376.0,t->c
293,SRR8073716,Unicycler,2615840533A,1024354.0,800379.0,a->t
294,SRR8073716,Unicycler,2615840533A,1024354.0,800382.0,c->a
295,SRR8073716,Unicycler,2615840533A,1024354.0,800383.0,t->c
296,SRR8073716,Unicycler,2615840533A,1024354.0,800394.0,g->a
297,SRR8073716,Unicycler,2615840533A,1024354.0,800400.0,a->c
298,SRR8073716,Unicycler,2615840533A,1024354.0,800401.0,a->c
299,SRR8073716,Unicycler,2615840533A,1024354.0,800402.0,g->a
300,SRR8073716,Unicycler,2615840533A,1024354.0,800406.0,t->c
301,SRR8073716,Unicycler,2615840533A,1024354.0,800412.0,c->g
302,SRR8073716,Unicycler,2615840533A,1024354.0,800436.0,a->g
303,SRR8073716,Unicycler,2615840533A,1024354.0,800570.0,t->g
304,SRR8073716,Unicycler,2615840533A,1024354.0,800586.0,g->t
305,SRR8073716,Unicycler,2615840533A,1024354.0,800589.0,a->c
306,SRR8073716,Unicycler,2615840533A,1024354.0,25780.0,a->c
307,SRR8073716,Unicycler,2615840533A,1024354.0,25780.0,a->c
308,SRR8073716,Unicycler,2615840533A,1024354.0,25780.0,a->c
309,SRR8073716,Unicycler,2615840533A,1024354.0,665049.0,t->g
310,SRR8073716,Unicycler,2615840533A,1024354.0,245324.0,a->g
311,SRR8073716,Unicycler,2615840533A,1024354.0,245324.0,a->g
312,SRR8073716,Unicycler,2615840533A,1024354.0,987256.0,a->g
313,SRR8073716,Unicycler,2615840533A,1024354.0,665049.0,t->g
314,SRR8073716,Unicycler,2615840533A,1024354.0,987256.0,a->g
315,SRR8073716,Unicycler,2615840533A,1024354.0,665049.0,t->g
316,SRR8073716,Unicycler,2615840533A,1024354.0,197764.0,a->g
317,SRR8073716,Unicycler,2615840533A,1024354.0,197764.0,a->g
318,SRR8073716,Unicycler,2615840533A,1024354.0,197764.0,a->g
319,SRR8073716,Unicycler,2615840533A,1024354.0,987256.0,a->g
320,SRR8073716,Unicycler,2615840533A,1024354.0,245324.0,a->g
321,SRR8073716,Unicycler,2615840533A,1024354.0,425399.0,a->c
322,SRR8073716,Unicycler,2615840533A,1024354.0,425476.0,g->a
323,SRR8073716,Unicycler,2615840533A,1024354.0,425399.0,a->c
324,SRR8073716,Unicycler,2615840533A,1024354.0,425476.0,g->a
325,SRR8073716,Unicycler,2615840533A,1024354.0,425399.0,a->c
326,SRR8073716,Unicycler,2615840533A,1024354.0,425476.0,g->a
327,SRR8073716,Unicycler,2615840533A,1024354.0,74147.0,t->g
328,SRR8073716,Unicycler,2615840533A,1024354.0,74450.0,a->g
329,SRR8073716,Unicycler,2615840533A,1024354.0,74550.0,a->t
330,SRR8073716,Unicycler,2615840533A,1024354.0,74147.0,t->g
331,SRR8073716,Unicycler,2615840533A,1024354.0,74450.0,a->g
332,SRR8073716,Unicycler,2615840533A,1024354.0,74550.0,a->t
333,SRR8073716,Unicycler,2615840533A,1024354.0,74147.0,t->g
334,SRR8073716,Unicycler,2615840533A,1024354.0,74450.0,a->g
335,SRR8073716,Unicycler,2615840533A,1024354.0,74550.0,a->t
336,SRR8073716,Unicycler,2615840533A,1024354.0,439681.0,g->a
337,SRR8073716,Unicycler,2615840533A,1024354.0,439889.0,a->g
338,SRR8073716,Unicycler,2615840533A,1024354.0,439896.0,a->g
339,SRR8073716,Unicycler,2615840533A,1024354.0,440105.0,c->t
340,SRR8073716,Unicycler,2615840533A,1024354.0,440437.0,c->a
341,SRR8073716,Unicycler,2615840533A,1024354.0,439681.0,g->a
342,SRR8073716,Unicycler,2615840533A,1024354.0,439889.0,a->g
343,SRR8073716,Unicycler,2615840533A,1024354.0,439896.0,a->g
344,SRR8073716,Unicycler,2615840533A,1024354.0,440105.0,c->t
345,SRR8073716,Unicycler,2615840533A,1024354.0,440437.0,c->a
346,SRR8073716,Unicycler,2615840533A,1024354.0,439681.0,g->a
347,SRR8073716,Unicycler,2615840533A,1024354.0,439889.0,a->g
348,SRR8073716,Unicycler,2615840533A,1024354.0,439896.0,a->g
349,SRR8073716,Unicycler,2615840533A,1024354.0,440105.0,c->t
350,SRR8073716,Unicycler,2615840533A,1024354.0,440437.0,c->a
351,SRR8073716,Unicycler,2615840533B,3938466.0,806468.0,g->a
352,SRR8073716,Unicycler,2615840533B,3938466.0,806468.0,g->a
353,SRR8073716,Unicycler,2615840533B,3938466.0,806468.0,g->a
354,SRR8073716,Unicycler,2615840533B,3938466.0,3931974.0,a->g
355,SRR8073716,Unicycler,2615840533B,3938466.0,3933945.0,t->c
356,SRR8073716,Unicycler,2615840533B,3938466.0,3931974.0,a->g
357,SRR8073716,Unicycler,2615840533B,3938466.0,3933945.0,t->c
358,SRR8073716,Unicycler,2615840533B,3938466.0,3931974.0,a->g
359,SRR8073716,Unicycler,2615840533B,3938466.0,3933945.0,t->c
360,SRR8073716,Unicycler,2615840533B,3938466.0,1452205.0,a->g
361,SRR8073716,Unicycler,2615840533B,3938466.0,1452214.0,t->c
362,SRR8073716,Unicycler,2615840533B,3938466.0,1452223.0,c->t
363,SRR8073716,Unicycler,2615840533B,3938466.0,1452250.0,a->c
364,SRR8073716,Unicycler,2615840533B,3938466.0,1452205.0,a->g
365,SRR8073716,Unicycler,2615840533B,3938466.0,1452214.0,t->c
366,SRR8073716,Unicycler,2615840533B,3938466.0,1452223.0,c->t
367,SRR8073716,Unicycler,2615840533B,3938466.0,1452250.0,a->c
368,SRR8073716,Unicycler,2615840533B,3938466.0,1452205.0,a->g
369,SRR8073716,Unicycler,2615840533B,3938466.0,1452214.0,t->c
370,SRR8073716,Unicycler,2615840533B,3938466.0,1452223.0,c->t
371,SRR8073716,Unicycler,2615840533B,3938466.0,1452250.0,a->c
372,SRR8073716,Unicycler,2615840533B,3938466.0,794498.0,a->g
373,SRR8073716,Unicycler,2615840533B,3938466.0,794501.0,t->g
374,SRR8073716,Unicycler,2615840533B,3938466.0,794649.0,g->a
375,SRR8073716,Unicycler,2615840533B,3938466.0,794660.0,c->t
376,SRR8073716,Unicycler,2615840533B,3938466.0,794663.0,a->g
377,SRR8073716,Unicycler,2615840533B,3938466.0,794672.0,c->t
378,SRR8073716,Unicycler,2615840533B,3938466.0,794685.0,g->c
379,SRR8073716,Unicycler,2615840533B,3938466.0,794690.0,g->a
380,SRR8073716,Unicycler,2615840533B,3938466.0,794693.0,a->t
381,SRR8073716,Unicycler,2615840533B,3938466.0,794696.0,c->a
382,SRR8073716,Unicycler,2615840533B,3938466.0,794707.0,c->t
383,SRR8073716,Unicycler,2615840533B,3938466.0,794711.0,g->c
384,SRR8073716,Unicycler,2615840533B,3938466.0,794726.0,g->a
385,SRR8073716,Unicycler,2615840533B,3938466.0,794794.0,c->t
