,run,sample,assembler,reference,contiguity,breadth_of_coverage,multiplicity,validity,parsimony,identity,lowest_identity,L90,contigs,NA50,NG50,basepairs,Ns,misassemblies,distribution
49,run2,ENN,VelvetOptimizer,Lactobacillus_fermentum,0.035284120938439634,0.9192414134432144,1.0006343275699545,1.0,1.0006343275699545,1.0,1.0,197,226,11784,11122,1751461,0,0,Even
50,run2,ENN,BCALM2,Listeria_monocytogenes,0.054075369727123436,0.9747695951866464,1.000597563668129,1.0,1.000597563668129,1.0,1.0,71,126,46368,44353,2916844,0,0,Even
51,run2,ENN,GATBMiniaPipeline,Listeria_monocytogenes,0.2112776547600508,0.9743976457236506,1.0000102890150018,1.0,1.0000102890150018,1.0,1.0,10,18,475379,475379,2915731,0,0,Even
52,run2,ENN,IDBA-UD,Listeria_monocytogenes,0.16514890343416627,0.986321082282707,1.0000969028362714,1.0002470376659582,0.999849902250111,0.9998429142671866,0.9958391123439667,13,27,254629,254629,2951410,0,0,Even
53,run2,ENN,MEGAHIT,Listeria_monocytogenes,0.21129737175764,0.989207450217923,1.0002587796747822,1.0005335840288399,0.9997253421989584,0.999749417283401,0.9962634283045306,7,18,543128,543128,2960047,0,0,Even
54,run2,ENN,metaSPAdes,Listeria_monocytogenes,0.21125058566166569,0.9888141128253388,1.0000929408862167,1.0000006758713587,1.0000922649524988,0.9989672215359963,0.9938366718027735,8,17,476694,476694,2958870,0,0,Even
55,run2,ENN,MINIA,Listeria_monocytogenes,0.054075369727123436,0.9633661526657047,1.0006046370772614,1.000000346684981,1.000604290182782,0.9999743818336458,0.9967721110393802,75,126,46368,44353,2882721,0,0,Even
56,run2,ENN,SKESA,Listeria_monocytogenes,0.1586021918617591,0.9826771137791068,1.0,1.0,1.0,1.0,1.0,14,29,254429,254429,2940506,0,0,Even
57,run2,ENN,SPAdes,Listeria_monocytogenes,0.21141934979357305,0.9877430454139267,1.0000372166669769,1.0,1.0000372166669769,0.9991415427556324,0.9946949602122016,8,17,476416,476416,2955665,0,0,Even
58,run2,ENN,Unicycler,Listeria_monocytogenes,0.21122652424087887,0.9740367244118486,1.0,1.0,1.0,0.9996651038178165,0.9946416610850636,8,16,475179,475179,2914651,0,0,Even
59,run2,ENN,VelvetOptimizer,Listeria_monocytogenes,0.05407570391352325,0.9634777709232434,1.0005064072659038,1.0,1.0005064072659038,1.0,1.0,68,114,52654,51199,2883055,0,0,Even
60,run2,ENN,BCALM2,Pseudomonas_aeruginosa,0.015603629387853653,0.9585317556714706,1.0010132607058204,1.0,1.0010132607058204,1.0,1.0,335,518,22207,21734,6510664,0,0,Even
61,run2,ENN,GATBMiniaPipeline,Pseudomonas_aeruginosa,0.06803350249472567,0.9882605821566385,1.00120326097579,1.0009305344422104,1.0002724729880796,0.9998112465582322,0.9608915403098849,44,117,171244,171244,6712592,0,1,Even
62,run2,ENN,IDBA-UD,Pseudomonas_aeruginosa,0.05001847672300963,0.9858039877332226,1.00060365244076,0.9997691559868358,1.0008346891369142,0.996835326035172,0.7216439818521484,74,161,84981,84981,6695906,0,0,Even
63,run2,ENN,MEGAHIT,Pseudomonas_aeruginosa,0.06899944496218528,0.9906827259570722,1.0007012883256523,1.0003150791441375,1.0003860875333852,0.9999127167628591,0.9954938039804732,30,81,239309,239309,6729044,0,0,Even
64,run2,ENN,metaSPAdes,Pseudomonas_aeruginosa,0.12479429003007804,0.9904259657584363,1.0002027559347733,1.0000150106345145,1.000187742482125,0.9992327560218357,0.9693441064638784,25,57,257869,257869,6727300,0,0,Even
65,run2,ENN,MINIA,Pseudomonas_aeruginosa,0.015603629387853653,0.9594661920136389,1.0010332957854453,0.9999998467138359,1.0010334492300228,0.9999698961919204,0.9870059556036817,335,521,22207,21734,6517011,0,0,Even
66,run2,ENN,SKESA,Pseudomonas_aeruginosa,0.036184343222428826,0.980493586147905,1.0,0.9971463842446991,1.0028617821820238,0.9984336357474708,0.6800858298258645,100,206,63595,63595,6659836,0,3,Even
67,run2,ENN,SPAdes,Pseudomonas_aeruginosa,0.12480003180057506,0.9891330368224158,1.0001908158912427,1.0000154768906213,1.0001753362869608,0.9997738429527127,0.9939795304033715,28,67,256582,239185,6718518,0,0,Even
68,run2,ENN,Unicycler,Pseudomonas_aeruginosa,0.12477809529277877,0.9871731791594343,1.0,1.000015510576871,0.9999844896637031,0.9999982889603722,0.9998699609882965,25,76,256472,239075,6705206,0,0,Even
69,run2,ENN,VelvetOptimizer,Pseudomonas_aeruginosa,0.10060612484964658,0.986969861593886,1.0000880094572875,0.9997448601472743,1.000343236883421,0.9944251472064876,0.8402777777777778,16,81,264897,338885,6703825,14537,8,Even
70,run2,ENN,BCALM2,Salmonella_enterica,0.011955679987965744,0.8019881733184923,1.002324966075143,1.0,1.002324966075143,1.0,1.0,0,1079,5009,3551,3817260,0,0,Even
71,run2,ENN,GATBMiniaPipeline,Salmonella_enterica,0.04461057375750723,0.9761079687865697,1.0017735587360037,0.9999997851433964,1.0017737739737145,0.9999840100366821,0.9982949701619779,102,189,51487,50012,4646026,0,0,Even
72,run2,ENN,IDBA-UD,Salmonella_enterica,0.03399446104897194,0.9569842592440857,1.0080441238006042,0.9889058194266614,1.0193530101633324,0.9945701675739802,0.6769448774266685,229,422,21796,21796,4555002,0,9,Even
73,run2,ENN,MEGAHIT,Salmonella_enterica,0.07929540778016306,0.9834558398704468,1.0015392010254218,1.000087247823924,1.001451826532792,0.9997790148289399,0.9913187593717938,49,107,116581,107133,4681000,0,0,Even
74,run2,ENN,metaSPAdes,Salmonella_enterica,0.11137253962711456,0.9807586371205522,1.0001535936413517,1.000001927661297,1.0001516656876945,0.9996489628972999,0.9933422103861518,22,48,198784,198784,4668162,0,0,Even
75,run2,ENN,MINIA,Salmonella_enterica,0.011955679987965744,0.8034863625075792,1.00235226994311,1.0,1.00235226994311,0.9999829110388065,0.9931087289433385,0,1083,5009,3551,3824391,0,0,Even
76,run2,ENN,SKESA,Salmonella_enterica,0.030296994839640604,0.9585606038641558,1.000419068033898,0.9917628625693046,1.008728100024,0.9973545651482091,0.22223592272914097,199,327,29370,27994,4562505,0,1,Even
77,run2,ENN,SPAdes,Salmonella_enterica,0.11135342095985794,0.9767088411860633,1.005288148601622,0.9974606050154439,1.0078474714157328,0.9974276102211393,0.8162372988040644,33,90,120485,135294,4648886,0,1,Even
78,run2,ENN,Unicycler,Salmonella_enterica,0.07713247723723073,0.973969619387253,1.0,0.999999137159685,1.0000008628410595,0.9997996032245942,0.9914784831700043,34,85,157802,148284,4635848,0,0,Even
79,run2,ENN,VelvetOptimizer,Salmonella_enterica,0.011955679987965744,0.8690617104358089,1.0023705957167306,0.9997304359294668,1.0026408716713813,0.9988297798558272,0.7951363301400147,0,1039,5580,4741,4136513,4416,5,Even
80,run2,ENN,BCALM2,Staphylococcus_aureus,0.033342896446200136,0.9564668711701572,1.0005768292312442,1.0,1.0005768292312442,1.0,1.0,112,175,29647,29165,2600423,0,0,Even
81,run2,ENN,GATBMiniaPipeline,Staphylococcus_aureus,0.06690316980410331,0.9823064021362523,1.0006885899632116,1.0000336772907292,1.0006548906175408,1.0,1.0,39,65,63844,53404,2670675,0,0,Even
82,run2,ENN,IDBA-UD,Staphylococcus_aureus,0.06690243418003664,0.9802830681408573,1.0005331734438352,1.0000498788282,1.0004832705106685,0.999963062676585,0.9980626412657411,43,76,53248,51887,2665174,0,0,Even
83,run2,ENN,MEGAHIT,Staphylococcus_aureus,0.11142755206379332,0.9864759193461773,1.0011002937720985,1.0006081995132914,1.0004917951492367,0.9987113198006957,0.9741824440619621,19,40,149841,149841,2682011,0,1,Even
84,run2,ENN,metaSPAdes,Staphylococcus_aureus,0.3813993776620396,0.9860106371240042,1.0000615500312227,1.0000007460156237,1.0000608039702383,0.9994468590830559,0.9912663755458515,8,18,395094,395094,2680746,0,0,Even
85,run2,ENN,MINIA,Staphylococcus_aureus,0.033342896446200136,0.9565282957797248,1.000588328033254,0.999999615698117,1.0005887125613802,0.9999993787469326,0.9998912807131985,112,175,29647,29165,2600590,0,0,Even
86,run2,ENN,SKESA,Staphylococcus_aureus,0.04806346964447289,0.9713945225431995,1.0000064369362,0.9999545651601862,1.0000518741329067,0.9999919285021813,0.9985681989449887,49,86,50313,50313,2641008,0,1,Even
87,run2,ENN,SPAdes,Staphylococcus_aureus,0.2113058062807583,0.9816362486115096,1.000020608103931,0.9999985012619375,1.0000221068751258,0.9999674486342707,0.999717664773975,14,21,204975,204975,2668853,0,0,Even
88,run2,ENN,Unicycler,Staphylococcus_aureus,0.30929902382686353,0.98213978328515,1.0,1.0,1.0,0.9999913158361374,0.999787657085497,14,25,223263,164016,2670222,0,0,Even
89,run2,ENN,VelvetOptimizer,Staphylococcus_aureus,0.033342896446200136,0.9575739853905061,1.0004609298568468,1.0,1.0004609298568468,1.0,1.0,104,164,32297,30086,2603433,0,0,Even
90,run2,ENN,BCALM2,Staphylococcus_aureus_plasmid1,1.004734101309768,1.0,1.004734101309768,1.0,1.004734101309768,1.0,1.0,0,1,6367,6367,6337,0,0,Even
91,run2,ENN,GATBMiniaPipeline,Staphylococcus_aureus_plasmid1,1.015938141076219,1.0,1.015938141076219,1.0,1.015938141076219,1.0,1.0,0,1,6438,6438,6337,0,0,Even
92,run2,ENN,IDBA-UD,Staphylococcus_aureus_plasmid1,1.002998264162853,1.0,1.002998264162853,1.0,1.002998264162853,1.0,1.0,0,1,6356,6356,6337,0,0,Even
93,run2,ENN,MEGAHIT,Staphylococcus_aureus_plasmid1,1.0222502761559098,1.0,1.0222502761559098,1.0,1.0222502761559098,1.0,1.0,0,1,6478,6478,6337,0,0,Even
94,run2,ENN,metaSPAdes,Staphylococcus_aureus_plasmid1,1.0086791857345747,1.0,1.0086791857345747,1.0,1.0086791857345747,1.0,1.0,0,1,6392,6392,6337,0,0,Even
95,run2,ENN,MINIA,Staphylococcus_aureus_plasmid1,2.6967019094208617,1.0001578033769922,3.0042600189334174,1.0,3.0042600189334174,1.0,1.0,0,2,19041,19041,6338,0,1,Even
96,run2,ENN,SKESA,Staphylococcus_aureus_plasmid1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,6337,6337,6337,0,0,Even
97,run2,ENN,SPAdes,Staphylococcus_aureus_plasmid1,1.0086791857345747,1.0,1.0086791857345747,1.0,1.0086791857345747,1.0,1.0,0,1,6392,6392,6337,0,0,Even
98,run2,ENN,Unicycler,Staphylococcus_aureus_plasmid1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,6337,6337,6337,0,0,Even
99,run2,ENN,VelvetOptimizer,Staphylococcus_aureus_plasmid1,1.004734101309768,1.0,1.004734101309768,1.0,1.004734101309768,1.0,1.0,0,1,6367,6367,6337,0,0,Even
100,run2,ENN,BCALM2,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Even
101,run2,ENN,GATBMiniaPipeline,Staphylococcus_aureus_plasmid2,1.0455776173285198,1.0,1.0455776173285198,1.0,1.0455776173285198,1.0,1.0,0,1,2317,2317,2216,0,0,Even
102,run2,ENN,IDBA-UD,Staphylococcus_aureus_plasmid2,1.0446750902527075,1.0,1.0446750902527075,1.0,1.0446750902527075,1.0,1.0,0,1,2315,2315,2216,0,0,Even
103,run2,ENN,MEGAHIT,Staphylococcus_aureus_plasmid2,1.0636281588447654,1.0,1.0636281588447654,1.0,1.0636281588447654,1.0,1.0,0,1,2357,2357,2216,0,0,Even
104,run2,ENN,metaSPAdes,Staphylococcus_aureus_plasmid2,0.944043321299639,0.944043321299639,1.0,1.0,1.0,1.0,1.0,0,1,2092,2092,2092,0,0,Even
105,run2,ENN,MINIA,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Even
106,run2,ENN,SKESA,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Even
107,run2,ENN,SPAdes,Staphylococcus_aureus_plasmid2,0.944043321299639,0.944043321299639,1.0,1.0,1.0,1.0,1.0,0,1,2092,2092,2092,0,0,Even
108,run2,ENN,Unicycler,Staphylococcus_aureus_plasmid2,0.9557761732851986,0.9557761732851986,1.0,1.0,1.0,1.0,1.0,0,1,2118,2118,2118,0,0,Even
109,run2,ENN,VelvetOptimizer,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Even
110,run2,ENN,BCALM2,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Even
111,run2,ENN,GATBMiniaPipeline,Staphylococcus_aureus_plasmid3,1.0337454059472102,1.0,1.0337454059472102,1.0,1.0337454059472102,1.0,1.0,0,1,3094,3094,2993,0,0,Even
112,run2,ENN,IDBA-UD,Staphylococcus_aureus_plasmid3,0.4794520547945205,0.4794520547945205,1.0,1.0,1.0,1.0,1.0,0,1,1435,0,1435,0,0,Even
113,run2,ENN,MEGAHIT,Staphylococcus_aureus_plasmid3,1.047109923154026,1.0,1.047109923154026,1.0,1.047109923154026,1.0,1.0,0,1,3134,3134,2993,0,0,Even
114,run2,ENN,metaSPAdes,Staphylococcus_aureus_plasmid3,0.983962579351821,0.983962579351821,1.0,1.0,1.0,0.998981324278438,0.998981324278438,0,1,2945,2945,2945,0,0,Even
115,run2,ENN,MINIA,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Even
116,run2,ENN,SKESA,Staphylococcus_aureus_plasmid3,0.4553959238222519,0.4553959238222519,1.0,1.0,1.0,1.0,1.0,0,1,1363,0,1363,0,0,Even
117,run2,ENN,SPAdes,Staphylococcus_aureus_plasmid3,0.983962579351821,0.983962579351821,1.0,1.0,1.0,1.0,1.0,0,1,2945,2945,2945,0,0,Even
118,run2,ENN,Unicycler,Staphylococcus_aureus_plasmid3,0.967256932843301,0.967256932843301,1.0,1.0,1.0,1.0,1.0,0,1,2895,2895,2895,0,0,Even
119,run2,ENN,VelvetOptimizer,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Even
120,run2,EHS,BCALM2,Bacillus_subtilis,0.0017161528218886482,0.6858248940782964,1.0041580378760957,1.0,1.0041580378760957,1.0,1.0,0,1461,2008,1511,2774626,0,0,Even
121,run2,EHS,GATBMiniaPipeline,Bacillus_subtilis,0.09783282254119645,0.9831706782325925,1.0000233809861296,1.0000007542082938,1.0000226267607706,0.9986678004535147,0.9626984126984127,15,28,263366,263366,3977591,0,0,Even
122,run2,EHS,IDBA-UD,Bacillus_subtilis,0.07272379876099846,0.9836519326678823,1.000119863159995,1.0000635716407162,1.000056287940962,0.9992296987187702,0.9646882043576258,33,53,114257,114257,3979538,0,0,Even
123,run2,EHS,MEGAHIT,Bacillus_subtilis,0.18999119306855194,0.9850267334737796,1.0000966098717723,1.0002477100001055,0.9998489372914103,0.9999256118914363,0.9992546679796868,10,23,269763,269763,3985100,0,1,Even
124,run2,EHS,metaSPAdes,Bacillus_subtilis,0.2552934898164139,0.9827717338779146,1.0,1.0000093059754422,0.9999906941111582,0.9999614544599411,0.9995958915642364,10,19,307964,307964,3975977,0,0,Even
125,run2,EHS,MINIA,Bacillus_subtilis,0.0336843499864176,0.9771432568640551,1.0002838202714455,0.9999997471125949,1.0002840732306892,0.9999928695701776,0.9991728701406121,65,116,65138,64960,3953206,0,0,Even
126,run2,EHS,SKESA,Bacillus_subtilis,0.09090419230205476,0.9796498830727218,1.0,1.0,1.0,1.0,1.0,24,41,149633,149633,3963347,0,0,Even
127,run2,EHS,SPAdes,Bacillus_subtilis,0.18993656685889654,0.9823611721845318,1.0,1.0003113454325978,0.9996887514732095,0.9999639195874761,0.9997239431194428,10,18,324776,324776,3974316,0,0,Even
128,run2,EHS,Unicycler,Bacillus_subtilis,0.18989998460084678,0.9825663294425135,1.0,1.0002798164283446,0.9997202618469863,0.9999933874031726,0.9999568749095143,9,17,324637,324637,3975146,0,0,Even
129,run2,EHS,VelvetOptimizer,Bacillus_subtilis,0.060170399169286126,0.9769989052512101,1.0003192817324804,1.0,1.0003192817324804,1.0,1.0,64,116,69009,65138,3952622,0,0,Even
130,run2,EHS,BCALM2,Enterococcus_faecalis,0.0012574717297300336,0.35010009165696676,1.0020086892624969,1.0,1.0020086892624969,1.0,1.0,0,694,1402,0,996172,0,0,Even
131,run2,EHS,GATBMiniaPipeline,Enterococcus_faecalis,0.1558070030421116,0.9768994922316503,1.000563377849537,1.0,1.000563377849537,0.9999837313724214,0.9992841803865425,23,44,128464,128464,2779662,0,0,Even
132,run2,EHS,IDBA-UD,Enterococcus_faecalis,0.15580594870583736,0.9767371244454192,1.000740500863558,1.001179273299827,0.999561744386874,1.0013758265970438,0.9727936297279363,21,54,111759,113206,2779200,0,3,Even
133,run2,EHS,MEGAHIT,Enterococcus_faecalis,0.2548042589562352,0.9915976427852472,1.0007070747167093,1.0002798749702855,1.0004270802173607,0.998182908448172,0.9501400560224089,12,32,238501,238501,2821484,0,1,Even
134,run2,EHS,metaSPAdes,Enterococcus_faecalis,0.2272639411371087,0.9783189803021868,1.0001239357244187,1.0003981403825741,0.9997259044703436,0.9991179334438016,0.9836065573770492,12,21,238611,238611,2783701,0,0,Even
135,run2,EHS,MINIA,Enterococcus_faecalis,0.045908612943313255,0.9733713316126565,1.0007372844607372,1.0,1.0007372844607372,0.9999868325762065,0.9978142076502732,102,166,32898,32803,2769623,0,0,Even
