task_id	hash	process	tag	status	exit	start	container	cpus	time	disk	memory	duration	realtime	queue	%cpu	%mem	rss	vmem	rchar	wchar
84	8b/973c96	ASSEMBLY_STATS_MAPPING	MINIA	COMPLETED	0	2021-10-20 15:44:30.753	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	54.8s	34.4s	-	99.9%	0.1%	91.8 MB	372.3 MB	112.4 MB	295.5 KB
26	3d/1658f8	MINIA	LHS	COMPLETED	0	2021-10-20 15:28:30.674	docker:cimendes/minia:3.2.6-1	8	1d	-	32 GB	20m 8s	20m 2s	-	721.6%	2.9%	7.2 GB	12.4 GB	39 GB	16.8 GB
87	0d/f84cb0	FILTER_ASSEMBLY	MINIA	COMPLETED	0	2021-10-20 15:49:05.763	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	29.9s	1.1s	-	123.2%	0.0%	10.5 MB	55.5 MB	19.7 MB	12.6 MB
89	ce/4c8f4a	ASSEMBLY_MAPPING	MINIA	COMPLETED	0	2021-10-20 15:49:30.789	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	39.9s	11.3s	-	429.5%	0.5%	634.8 MB	1.2 GB	101.2 MB	370 KB
91	d2/801c51	MISASSEMBLY	MINIA	COMPLETED	0	2021-10-20 15:50:05.773	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	19.9s	2.2s	-	87.5%	0.0%	49.7 MB	327.4 MB	14 MB	1.4 KB
93	e7/513f05	SNP_ASSESSMENT	MINIA	COMPLETED	0	2021-10-20 15:50:05.822	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	24.9s	4s	-	60.7%	0.1%	110.9 MB	391.6 MB	100.7 MB	8.6 KB
90	e8/2940a0	GAP_ASSESSMENT	MINIA	COMPLETED	0	2021-10-20 15:50:05.820	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	34.9s	16.3s	-	95.9%	0.3%	334.7 MB	618.3 MB	100.7 MB	101 KB
92	70/9e163e	ASSEMBLY_STATS_MAPPING	MINIA	COMPLETED	0	2021-10-20 15:50:05.826	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	59.8s	39.4s	-	99.9%	0.1%	92.7 MB	373.3 MB	113.7 MB	361.6 KB
31	2c/62056f	SKESA	ERR2935805	COMPLETED	0	2021-10-20 15:28:30.681	docker:cimendes/skesa:2.5.0-1	8	1d	-	32 GB	23m 48s	23m 38s	-	508.7%	7.9%	19.9 GB	24.1 GB	3 GB	8.6 MB
94	ae/4b5c8a	FILTER_ASSEMBLY	SKESA	COMPLETED	0	2021-10-20 15:52:35.788	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	19.9s	1s	-	106.5%	0.0%	11.4 MB	55.5 MB	12 MB	5.7 MB
95	d0/c2c921	ASSEMBLY_MAPPING	SKESA	COMPLETED	0	2021-10-20 15:53:05.786	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	34.9s	8.1s	-	313.7%	0.5%	657.4 MB	1.1 GB	94.3 MB	533.3 KB
97	2c/88ef30	MISASSEMBLY	SKESA	COMPLETED	0	2021-10-20 15:53:35.819	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	24.8s	2.5s	-	87.1%	0.1%	74 MB	356.1 MB	14.2 MB	1.5 KB
99	06/fed7a3	SNP_ASSESSMENT	SKESA	COMPLETED	0	2021-10-20 15:53:35.897	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	29.8s	3.7s	-	50.7%	0.1%	103.9 MB	385.7 MB	102.6 MB	1 KB
100	de/c56fa9	GAP_ASSESSMENT	SKESA	COMPLETED	0	2021-10-20 15:53:35.905	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	44.7s	20.4s	-	94.7%	0.3%	367.4 MB	648.4 MB	102.6 MB	209.8 KB
98	f2/747bb4	ASSEMBLY_STATS_MAPPING	SKESA	COMPLETED	0	2021-10-20 15:53:35.909	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	1m 5s	42s	-	100.8%	0.2%	245.4 MB	642.3 MB	108.8 MB	536.4 KB
29	9b/7d1996	SKESA	LHS	COMPLETED	0	2021-10-20 15:28:30.678	docker:cimendes/skesa:2.5.0-1	8	1d	-	32 GB	28m 38s	28m 31s	-	372.7%	8.2%	20.8 GB	24.1 GB	2.8 GB	2.8 MB
101	38/072914	FILTER_ASSEMBLY	SKESA	COMPLETED	0	2021-10-20 15:57:35.820	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	29.9s	954ms	-	97.7%	0.0%	10.4 MB	55.5 MB	6.3 MB	2.9 MB
102	ab/32aed9	ASSEMBLY_MAPPING	SKESA	COMPLETED	0	2021-10-20 15:58:05.836	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	40s	8.4s	-	216.8%	0.5%	688.4 MB	1.1 GB	91.4 MB	5.1 KB
105	77/84c844	MISASSEMBLY	SKESA	COMPLETED	0	2021-10-20 15:58:35.873	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	19.9s	2.6s	-	88.5%	0.1%	73.4 MB	355.6 MB	13.7 MB	1.4 KB
106	99/d90b63	GAP_ASSESSMENT	SKESA	COMPLETED	0	2021-10-20 15:58:35.866	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	24.9s	4.9s	-	74.9%	0.2%	210.9 MB	494.7 MB	96.4 MB	2.1 KB
107	d9/8a85cf	SNP_ASSESSMENT	SKESA	COMPLETED	0	2021-10-20 15:58:35.870	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	24.9s	3.6s	-	50.3%	0.1%	94.8 MB	395.4 MB	96.4 MB	1 KB
104	f7/d34165	ASSEMBLY_STATS_MAPPING	SKESA	COMPLETED	0	2021-10-20 15:58:35.920	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	34.8s	16s	-	99.0%	0.2%	223.7 MB	504.8 MB	99.3 MB	150.5 KB
30	34/1a7dc0	SKESA	LNN	COMPLETED	0	2021-10-20 15:28:30.594	docker:cimendes/skesa:2.5.0-1	8	1d	-	32 GB	39m 19s	39m 9s	-	491.4%	16.4%	20.6 GB	23.8 GB	2 GB	8 MB
108	62/d37585	FILTER_ASSEMBLY	SKESA	COMPLETED	0	2021-10-20 16:08:05.938	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	19.9s	832ms	-	134.1%	0.0%	10.5 MB	55.5 MB	11.4 MB	4.4 MB
18	df/bf4537	MEGAHIT	LNN	COMPLETED	0	2021-10-20 15:28:30.634	docker:cimendes/megahit-assembler:1.2.9-1	8	1d	-	32 GB	40m 19s	40m 10s	-	638.6%	3.4%	8.5 GB	9.8 GB	77.6 GB	28.3 GB
109	93/44fb7b	ASSEMBLY_MAPPING	SKESA	COMPLETED	0	2021-10-20 16:08:35.992	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	40s	8.1s	-	280.5%	0.5%	698.1 MB	1.2 GB	92.9 MB	269.5 KB
111	d5/93bdbd	FILTER_ASSEMBLY	MEGAHIT	COMPLETED	0	2021-10-20 16:09:05.989	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	19.9s	1.1s	-	101.2%	0.0%	10.6 MB	55.5 MB	17.2 MB	13.3 MB
115	53/feaaf7	SNP_ASSESSMENT	SKESA	COMPLETED	0	2021-10-20 16:09:06.030	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	24.7s	2.2s	-	77.8%	0.0%	44.8 MB	310.3 MB	99.5 MB	1023 B
114	19/9c939b	MISASSEMBLY	SKESA	COMPLETED	0	2021-10-20 16:09:06.034	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	24.7s	2.7s	-	92.5%	0.1%	72.7 MB	355 MB	14 MB	5.5 KB
113	27/98e03f	GAP_ASSESSMENT	SKESA	COMPLETED	0	2021-10-20 16:09:06.023	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	34.8s	12s	-	94.0%	0.2%	295.1 MB	576.6 MB	99.5 MB	95.7 KB
112	d8/6a9041	ASSEMBLY_STATS_MAPPING	SKESA	COMPLETED	0	2021-10-20 16:09:06.027	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	54.8s	35.7s	-	96.8%	0.1%	99.4 MB	379.9 MB	104.1 MB	331.2 KB
116	92/ff4a8b	ASSEMBLY_MAPPING	MEGAHIT	COMPLETED	0	2021-10-20 16:09:35.998	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	44.9s	13.3s	-	419.5%	0.7%	871.8 MB	1.4 GB	101.8 MB	39.1 KB
118	d9/5f020f	MISASSEMBLY	MEGAHIT	COMPLETED	0	2021-10-20 16:10:05.988	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	19.9s	2.7s	-	87.5%	0.1%	72 MB	354 MB	13.7 MB	1.9 KB
119	20/707d7f	SNP_ASSESSMENT	MEGAHIT	COMPLETED	0	2021-10-20 16:10:05.990	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	19.9s	4.2s	-	63.7%	0.1%	85.7 MB	366.6 MB	96.8 MB	13.3 KB
17	3f/e91e16	MEGAHIT	LHS	COMPLETED	0	2021-10-20 15:28:30.624	docker:cimendes/megahit-assembler:1.2.9-1	8	1d	-	32 GB	41m 49s	41m 41s	-	574.8%	2.7%	6.9 GB	8.1 GB	70.8 GB	24.7 GB
121	e8/1f3f19	GAP_ASSESSMENT	MEGAHIT	COMPLETED	0	2021-10-20 16:10:05.984	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	29.9s	12.7s	-	95.1%	0.5%	587.4 MB	871.1 MB	96.8 MB	7 KB
120	db/65b6b5	ASSEMBLY_STATS_MAPPING	MEGAHIT	COMPLETED	0	2021-10-20 16:10:05.994	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	44.8s	29.3s	-	99.7%	0.3%	326.2 MB	636.6 MB	110.1 MB	178.4 KB
122	97/ba430e	FILTER_ASSEMBLY	MEGAHIT	COMPLETED	0	2021-10-20 16:10:36.044	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	20s	835ms	-	127.4%	0.0%	10.4 MB	55.5 MB	16.6 MB	13.2 MB
124	d6/ec5b57	ASSEMBLY_MAPPING	MEGAHIT	COMPLETED	0	2021-10-20 16:11:05.990	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	44.9s	13.1s	-	420.9%	0.7%	844.6 MB	1.1 GB	101.8 MB	68.5 KB
128	8e/d6e833	SNP_ASSESSMENT	MEGAHIT	COMPLETED	0	2021-10-20 16:11:35.990	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	19.8s	4.6s	-	65.2%	0.1%	95.8 MB	376.4 MB	97.1 MB	15.8 KB
125	3c/50203d	MISASSEMBLY	MEGAHIT	COMPLETED	0	2021-10-20 16:11:35.993	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	19.8s	2.8s	-	100.6%	0.1%	67.6 MB	349.8 MB	13.7 MB	1.4 KB
127	bb/0ee6db	GAP_ASSESSMENT	MEGAHIT	COMPLETED	0	2021-10-20 16:11:35.984	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	29.9s	14s	-	92.6%	0.3%	396.4 MB	684.6 MB	97.1 MB	11.1 KB
126	30/673fab	ASSEMBLY_STATS_MAPPING	MEGAHIT	COMPLETED	0	2021-10-20 16:11:35.987	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	44.9s	30.3s	-	95.1%	0.3%	342.7 MB	623 MB	110.5 MB	193.8 KB
82	d6/ead66c	READ_MAPPING	MINIA	COMPLETED	0	2021-10-20 15:44:00.718	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	31m 10s	30m 41s	-	173.7%	1.2%	3 GB	4 GB	34.9 GB	16.6 GB
129	51/92ad95	ASSEMBLY_STATS_GLOBAL	MINIA	COMPLETED	0	2021-10-20 16:15:06.032	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	24.8s	1.8s	-	102.9%	0.0%	45.9 MB	317.3 MB	29.4 MB	982 B
53	e3/d0a3c0	READ_MAPPING	BCALM2	COMPLETED	0	2021-10-20 15:36:30.656	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	41m	40m 31s	-	186.3%	1.2%	3 GB	4 GB	29 GB	17.3 GB
130	61/be750b	ASSEMBLY_STATS_GLOBAL	BCALM2	COMPLETED	0	2021-10-20 16:17:36.051	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	34.9s	1.7s	-	102.7%	0.0%	47.9 MB	323.6 MB	28.4 MB	959 B
19	04/f56665	MEGAHIT	ERR2935805	COMPLETED	0	2021-10-20 15:28:30.641	docker:cimendes/megahit-assembler:1.2.9-1	8	1d	-	32 GB	50m 44s	50m 36s	-	590.0%	3.0%	7.6 GB	8 GB	76.2 GB	29.4 GB
131	69/cf884f	FILTER_ASSEMBLY	MEGAHIT	COMPLETED	0	2021-10-20 16:19:36.079	docker:pcerqueira/bbtools:38.44	2	1d	-	8 GB	30s	1.2s	-	112.9%	0.0%	10.4 MB	55.5 MB	27.3 MB	18.1 MB
132	e3/c60dc5	ASSEMBLY_MAPPING	MEGAHIT	COMPLETED	0	2021-10-20 16:20:06.082	docker:cimendes/minimap2:2.22-1	8	1d	-	32 GB	39.9s	12.9s	-	435.9%	0.7%	848.2 MB	3.1 GB	106.7 MB	42.5 KB
137	45/a7cd6c	SNP_ASSESSMENT	MEGAHIT	COMPLETED	0	2021-10-20 16:20:36.094	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	19.9s	5s	-	71.1%	0.1%	105.8 MB	386 MB	96.8 MB	38.6 KB
134	24/d1d5ce	MISASSEMBLY	MEGAHIT	COMPLETED	0	2021-10-20 16:20:36.106	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	19.9s	2.2s	-	103.1%	0.0%	49.5 MB	327.4 MB	13.7 MB	2 KB
136	b4/e459f1	GAP_ASSESSMENT	MEGAHIT	COMPLETED	0	2021-10-20 16:20:36.098	docker:cimendes/lmas-python-base:0.1	2	1d	-	8 GB	29.9s	12.2s	-	94.1%	0.4%	555.9 MB	839.8 MB	96.8 MB	7.2 KB
